timestamp,stop_id,demand,is_saturday,is_holiday,is_festival,temperature_c,precipitation_mm,is_heavy_monsoon
2026-06-07 15:55:02.795143,KTM_STOP_01,37,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_02,44,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_03,55,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_04,23,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_05,43,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_06,37,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_07,41,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_08,39,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_09,28,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_10,42,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_11,40,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_12,37,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_13,33,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_14,41,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_15,30,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_16,22,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_17,39,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_18,46,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_19,36,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_20,31,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_21,53,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_22,25,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_23,34,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_24,19,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_25,34,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_26,37,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_27,40,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_28,48,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_29,28,0,0,0,25.1,0.0,0
2026-06-07 15:55:02.795143,KTM_STOP_30,45,0,0,0,25.1,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_01,28,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_02,49,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_03,39,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_04,30,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_05,38,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_06,48,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_07,34,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_08,65,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_09,29,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_10,38,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_11,32,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_12,32,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_13,33,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_14,42,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_15,33,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_16,30,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_17,38,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_18,36,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_19,39,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_20,54,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_21,50,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_22,40,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_23,28,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_24,47,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_25,28,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_26,46,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_27,24,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_28,52,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_29,30,0,0,0,22.3,0.0,0
2026-06-07 16:55:02.795143,KTM_STOP_30,39,0,0,0,22.3,0.0,0
